,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
0,Nogata,16988.0,Valid,l6,472.0,Fell,12/28/0860 12:00:00 AM,33.725,130.75,"(33.725000, 130.750000)"
2,Elbogen,7823.0,Valid,"iron, iid",107000.0,Fell,12/24/1399 12:00:00 AM,50.18333,12.73333,"(50.183330, 12.733330)"
4,Ensisheim,10039.0,Valid,ll6,127000.0,Fell,12/23/1491 12:00:00 AM,47.86667,7.35,"(47.866670, 7.350000)"
5,Rivolta de Bassi,22614.0,Valid,stone-uncl,103.3,Fell,12/23/1490 12:00:00 AM,45.48333,9.51667,"(45.483330, 9.516670)"
6,Campo del Cielo,5247.0,Valid,"iron, iab-mg",50000000.0,Found,12/22/1575 12:00:00 AM,-27.46667,-60.583330000000004,"(-27.466670, -60.583330)"
8,Wietrzno-Bobrka,24259.0,Valid,iron,376.0,Found,01/08/0601 12:00:00 AM,49.41667,21.7,"(49.416670, 21.700000)"
10,Allegan,2276.0,Valid,h5,32000.0,Fell,01/01/1899 12:00:00 AM,42.53333,-85.88333,"(42.533330, -85.883330)"
11,Bjurböle,5064.0,Valid,l/ll4,330000.0,Fell,01/01/1899 12:00:00 AM,60.4,25.8,"(60.400000, 25.800000)"
12,Donga Kohrod,7707.0,Valid,h6,230.0,Fell,01/01/1899 12:00:00 AM,21.866670000000003,82.45,"(21.866670, 82.450000)"
13,Magnesia,15386.0,Valid,"iron, iab-shl",5000.0,Fell,01/01/1899 12:00:00 AM,37.86667,27.51667,"(37.866670, 27.516670)"
14,Peramiho,18792.0,Valid,eucrite-mmict,165.0,Fell,01/01/1899 12:00:00 AM,-10.66667,35.5,"(-10.666670, 35.500000)"
15,Rancho de la Presa,22390.0,Valid,h5,300.0,Fell,01/01/1899 12:00:00 AM,19.866670000000003,-100.81667,"(19.866670, -100.816670)"
16,Zomba,30412.0,Valid,l6,7500.0,Fell,01/01/1899 12:00:00 AM,-15.183329999999998,35.28333,"(-15.183330, 35.283330)"
17,Castray River,5294.0,Valid,iron,10.0,Found,01/01/1899 12:00:00 AM,-41.5,145.41666999999998,"(-41.500000, 145.416670)"
18,Gerona,10906.0,Valid,h5,148.0,Found,01/01/1899 12:00:00 AM,41.96667,2.8166700000000002,"(41.966670, 2.816670)"
19,Illinois Gulch,12024.0,Valid,"iron, ungrouped",2500.0,Found,01/01/1899 12:00:00 AM,46.68333,-112.55,"(46.683330, -112.550000)"
20,Kissij,12324.0,Valid,h5,5500.0,Found,01/01/1899 12:00:00 AM,54.86666999999999,50.88333,"(54.866670, 50.883330)"
21,Murphy,16881.0,Valid,"iron, iiab",7700.0,Found,01/01/1899 12:00:00 AM,35.1,-84.03333,"(35.100000, -84.033330)"
22,Red Willow,22550.0,Valid,iron,2750.0,Found,01/01/1899 12:00:00 AM,40.25,-100.5,"(40.250000, -100.500000)"
23,Surprise Springs,23761.0,Valid,"iron, iab-sll",1500.0,Found,01/01/1899 12:00:00 AM,34.16667,-115.91667,"(34.166670, -115.916670)"
24,Andover,2295.0,Valid,l6,3200.0,Fell,01/01/1898 12:00:00 AM,44.61667,-70.75,"(44.616670, -70.750000)"
25,Mariaville,15419.0,Valid,iron,340.0,Fell,01/01/1898 12:00:00 AM,42.71667,-99.38333,"(42.716670, -99.383330)"
26,Mjelleim,16707.0,Valid,h,100.7,Fell,01/01/1898 12:00:00 AM,61.73333,5.933330000000001,"(61.733330, 5.933330)"
27,Quesa,22360.0,Valid,"iron, iab-ung",10750.0,Fell,01/01/1898 12:00:00 AM,39.0,-0.66667,"(39.000000, -0.666670)"
28,Zaisho,30389.0,Valid,"pallasite, pmg-an",330.0,Fell,01/01/1898 12:00:00 AM,33.7,133.8,"(33.700000, 133.800000)"
29,Alt Bela,2283.0,Valid,"iron, iid",4000.0,Found,01/01/1898 12:00:00 AM,49.76667,18.25,"(49.766670, 18.250000)"
30,Andryushki,2297.0,Valid,l6,26.6,Found,01/01/1898 12:00:00 AM,49.65,29.633329999999997,"(49.650000, 29.633330)"
31,Armanty,2335.0,Valid,"iron, iiie",28000000.0,Found,01/01/1898 12:00:00 AM,47.0,88.0,"(47.000000, 88.000000)"
32,Bendock,5016.0,Valid,pallasite,27000.0,Found,01/01/1898 12:00:00 AM,-37.15,148.91666999999998,"(-37.150000, 148.916670)"
33,Bond Springs,5102.0,Valid,h6,6.2,Found,01/01/1898 12:00:00 AM,-23.5,133.83333000000002,"(-23.500000, 133.833330)"
34,Cedartown,5304.0,Valid,"iron, iiab",11300.0,Found,01/01/1898 12:00:00 AM,34.01667,-85.26666999999999,"(34.016670, -85.266670)"
35,Iredell,12046.0,Valid,"iron, iiab",1500.0,Found,01/01/1898 12:00:00 AM,31.96667,-97.86667,"(31.966670, -97.866670)"
36,Kodaikanal,12338.0,Valid,"iron, iie",15900.0,Found,01/01/1898 12:00:00 AM,10.26667,77.4,"(10.266670, 77.400000)"
37,Mart,15435.0,Valid,"iron, iva",7140.0,Found,01/01/1898 12:00:00 AM,31.5,-96.88333,"(31.500000, -96.883330)"
38,Mount Ouray,16784.0,Valid,"iron, iid",900.0,Found,01/01/1898 12:00:00 AM,38.41667,-106.21667,"(38.416670, -106.216670)"
39,Sierra Gorda,23590.0,Valid,"iron, iiab",26000.0,Found,01/01/1898 12:00:00 AM,-22.9,-69.35,"(-22.900000, -69.350000)"
40,Weaver Mountains,24227.0,Valid,"iron, ivb",38800.0,Found,01/01/1898 12:00:00 AM,34.25,-112.75,"(34.250000, -112.750000)"
41,Delhi,6642.0,Valid,l5,0.8,Fell,01/01/1897 12:00:00 AM,28.566670000000002,77.25,"(28.566670, 77.250000)"
42,Gambat,10851.0,Valid,l6,6400.0,Fell,01/01/1897 12:00:00 AM,27.35,68.53333,"(27.350000, 68.533330)"
43,Higashi-koen,11883.0,Valid,h5,750.0,Fell,01/01/1897 12:00:00 AM,33.6,130.43333,"(33.600000, 130.433330)"
44,Kangra Valley,12246.0,Valid,h5,400.0,Fell,01/01/1897 12:00:00 AM,32.08333,76.3,"(32.083330, 76.300000)"
45,Lancon,12456.0,Valid,h6,7000.0,Fell,01/01/1897 12:00:00 AM,43.75,5.11667,"(43.750000, 5.116670)"
46,Meuselbach,16626.0,Valid,l6,870.0,Fell,01/01/1897 12:00:00 AM,50.58333,11.1,"(50.583330, 11.100000)"
47,Nio,16982.0,Valid,h3-4,467.0,Fell,01/01/1897 12:00:00 AM,34.2,131.56667,"(34.200000, 131.566670)"
48,Zavid,30396.0,Valid,l6,95000.0,Fell,01/01/1897 12:00:00 AM,44.4,19.116670000000003,"(44.400000, 19.116670)"
49,Los Reyes,14709.0,Valid,"iron, iiiab",19500.0,Found,01/01/1897 12:00:00 AM,19.26667,-97.28333,"(19.266670, -97.283330)"
50,Mount Morris (New York),16782.0,Valid,h,12.5,Found,01/01/1897 12:00:00 AM,42.7,-77.88333,"(42.700000, -77.883330)"
51,Mungindi,16872.0,Valid,"iron, iab-slm",51300.0,Found,01/01/1897 12:00:00 AM,-28.933329999999998,148.95,"(-28.933330, 148.950000)"
52,San Angelo,23117.0,Valid,"iron, iiiab",88000.0,Found,01/01/1897 12:00:00 AM,31.41667,-100.35,"(31.416670, -100.350000)"
53,Atemajac,4884.0,Valid,l6,94.2,Fell,01/01/1896 12:00:00 AM,20.066670000000002,-103.66667,"(20.066670, -103.666670)"
54,Lesves,12772.0,Valid,l6,2000.0,Fell,01/01/1896 12:00:00 AM,50.36667,4.7333300000000005,"(50.366670, 4.733330)"
55,Madrid,15382.0,Valid,l6,400.0,Fell,01/01/1896 12:00:00 AM,40.41667,-3.7166699999999997,"(40.416670, -3.716670)"
56,Ottawa,18046.0,Valid,ll6,840.0,Fell,01/01/1896 12:00:00 AM,38.6,-95.21667,"(38.600000, -95.216670)"
57,Arispe,2332.0,Valid,"iron, ic",683000.0,Found,01/01/1896 12:00:00 AM,30.33333,-109.98333000000001,"(30.333330, -109.983330)"
59,Covert,5456.0,Valid,h5,61000.0,Found,01/01/1896 12:00:00 AM,39.2,-98.78333,"(39.200000, -98.783330)"
60,Loreto,14705.0,Valid,"iron, iiiab",94800.0,Found,01/01/1896 12:00:00 AM,26.01667,-111.36667,"(26.016670, -111.366670)"
61,Luis Lopez,14751.0,Valid,"iron, iiiab",7000.0,Found,01/01/1896 12:00:00 AM,34.0,-106.96667,"(34.000000, -106.966670)"
62,Rosario,22765.0,Valid,"iron, iab-mg",2700.0,Found,01/01/1896 12:00:00 AM,14.6,-88.68333,"(14.600000, -88.683330)"
63,Ambapur Nagla,2290.0,Valid,h5,6400.0,Fell,01/01/1895 12:00:00 AM,27.66667,78.25,"(27.666670, 78.250000)"
64,Bishunpur,5060.0,Valid,ll3.15,1039.0,Fell,01/01/1895 12:00:00 AM,25.383329999999997,82.6,"(25.383330, 82.600000)"
65,Nagy-Borové,16893.0,Valid,l5,6100.0,Fell,01/01/1895 12:00:00 AM,49.16667,19.5,"(49.166670, 19.500000)"
66,Rockhampton,22640.0,Valid,stone-uncl,1641.0,Fell,01/01/1895 12:00:00 AM,-23.383329999999997,150.51667,"(-23.383330, 150.516670)"
67,Hayden Creek,11864.0,Valid,"iron, iiiab",270.0,Found,01/01/1895 12:00:00 AM,45.0,-114.0,"(45.000000, -114.000000)"
68,Nocoleche,16987.0,Valid,"iron, ic-an",20000.0,Found,01/01/1895 12:00:00 AM,-29.866670000000003,144.21667,"(-29.866670, 144.216670)"
69,Oakley (stone),17973.0,Valid,h6,27700.0,Found,01/01/1895 12:00:00 AM,38.95,-101.01666999999999,"(38.950000, -101.016670)"
70,Oscuro Mountains,18035.0,Valid,"iron, iab-mg",3600.0,Found,01/01/1895 12:00:00 AM,33.63333,-106.38333,"(33.633330, -106.383330)"
71,Pampa del Infierno,18091.0,Valid,l6,896.0,Found,01/01/1895 12:00:00 AM,-26.683329999999998,-61.083330000000004,"(-26.683330, -61.083330)"
72,Reed City,22552.0,Valid,"iron, ungrouped",20000.0,Found,01/01/1895 12:00:00 AM,43.86667,-85.51666999999999,"(43.866670, -85.516670)"
73,Bori,5111.0,Valid,l6,8600.0,Fell,01/01/1894 12:00:00 AM,21.95,78.03333,"(21.950000, 78.033330)"
74,Fisher,10107.0,Valid,l6,17600.0,Fell,01/01/1894 12:00:00 AM,47.81667,-96.85,"(47.816670, -96.850000)"
75,Los Martinez,14708.0,Valid,l6,25.0,Fell,01/01/1894 12:00:00 AM,38.0,-0.8333299999999999,"(38.000000, -0.833330)"
76,Savtschenskoje,23190.0,Valid,ll4,2500.0,Fell,01/01/1894 12:00:00 AM,47.21667,29.866670000000003,"(47.216670, 29.866670)"
77,Arlington,2333.0,Valid,"iron, iie-an",8940.0,Found,01/01/1894 12:00:00 AM,44.6,-94.1,"(44.600000, -94.100000)"
78,Canton,5254.0,Valid,"iron, iiiab",7030.0,Found,01/01/1894 12:00:00 AM,34.2,-84.48333000000001,"(34.200000, -84.483330)"
79,Hildreth,11885.0,Valid,l5,3060.0,Found,01/01/1894 12:00:00 AM,40.33333,-99.03333,"(40.333330, -99.033330)"
80,Jerome (Kansas),12083.0,Valid,l4,29600.0,Found,01/01/1894 12:00:00 AM,38.76667,-100.73333000000001,"(38.766670, -100.733330)"
81,Ness County (1894),16946.0,Valid,l6,82000.0,Found,01/01/1894 12:00:00 AM,38.5,-99.6,"(38.500000, -99.600000)"
82,Sam's Valley,23116.0,Valid,"iron, iiiab",6920.0,Found,01/01/1894 12:00:00 AM,42.53333,-122.875,"(42.533330, -122.875000)"
83,Beaver Creek,4986.0,Valid,h5,14000.0,Fell,01/01/1893 12:00:00 AM,51.16667,-117.33333,"(51.166670, -117.333330)"
84,Bherai,5039.0,Valid,l6,100.0,Fell,01/01/1893 12:00:00 AM,20.83333,71.46667,"(20.833330, 71.466670)"
85,Pricetown,18888.0,Valid,l6,900.0,Fell,01/01/1893 12:00:00 AM,39.11667,-83.85,"(39.116670, -83.850000)"
86,Zabrodje,30380.0,Valid,l6,3000.0,Fell,01/01/1893 12:00:00 AM,55.183330000000005,27.91667,"(55.183330, 27.916670)"
87,El Capitan,7794.0,Valid,"iron, iiiab",27500.0,Found,01/01/1893 12:00:00 AM,33.5,-105.5,"(33.500000, -105.500000)"
88,Kaufman,12267.0,Valid,l5,23000.0,Found,01/01/1893 12:00:00 AM,32.58333,-96.41667,"(32.583330, -96.416670)"
89,Kofa,12339.0,Valid,"iron, iab-shh",490.0,Found,01/01/1893 12:00:00 AM,33.5,-114.0,"(33.500000, -114.000000)"
90,Oroville,18032.0,Valid,"iron, iiiab",24500.0,Found,01/01/1893 12:00:00 AM,39.68333,-121.63333,"(39.683330, -121.633330)"
91,Persimmon Creek,18796.0,Valid,"iron, iab-slm",5000.0,Found,01/01/1893 12:00:00 AM,35.05,-84.23333000000001,"(35.050000, -84.233330)"
92,Plymouth,18850.0,Valid,"iron, iiiab",14000.0,Found,01/01/1893 12:00:00 AM,41.33333,-86.31667,"(41.333330, -86.316670)"
93,Prairie Dog Creek,18882.0,Valid,h3.7,2900.0,Found,01/01/1893 12:00:00 AM,39.63333,-100.5,"(39.633330, -100.500000)"
94,South Bend,23675.0,Valid,"pallasite, pmg",2500.0,Found,01/01/1893 12:00:00 AM,41.65,-86.21667,"(41.650000, -86.216670)"
95,Bansur,4936.0,Valid,l6,15000.0,Fell,01/01/1892 12:00:00 AM,27.7,76.33333,"(27.700000, 76.333330)"
96,Bath,4974.0,Valid,h4,21000.0,Fell,01/01/1892 12:00:00 AM,45.41667,-98.31667,"(45.416670, -98.316670)"
97,Cross Roads,5476.0,Valid,h5,167.0,Fell,01/01/1892 12:00:00 AM,35.63333,-78.13333,"(35.633330, -78.133330)"
98,Guareña,11439.0,Valid,h6,39000.0,Fell,01/01/1892 12:00:00 AM,38.73333,-6.0166699999999995,"(38.733330, -6.016670)"
99,Ballinoo,4931.0,Valid,"iron, iic",42200.0,Found,01/01/1892 12:00:00 AM,-27.7,115.76666999999999,"(-27.700000, 115.766670)"
100,Cobija,5388.0,Valid,h6,6530.0,Found,01/01/1892 12:00:00 AM,-22.566670000000002,-70.25,"(-22.566670, -70.250000)"
101,Dayton,6620.0,Valid,"iron, iab-slh",26300.0,Found,01/01/1892 12:00:00 AM,39.75,-84.16667,"(39.750000, -84.166670)"
102,Moonbi,16734.0,Valid,"iron, iiif",13200.0,Found,01/01/1892 12:00:00 AM,-30.91667,151.28333,"(-30.916670, 151.283330)"
103,Morradal,16748.0,Valid,"iron, ungrouped",2750.0,Found,01/01/1892 12:00:00 AM,62.0,7.66667,"(62.000000, 7.666670)"
104,Roebourne,22644.0,Valid,"iron, iiiab",86860.0,Found,01/01/1892 12:00:00 AM,-22.33333,118.0,"(-22.333330, 118.000000)"
105,Saotome,23174.0,Valid,"iron, iva",10880.0,Found,01/01/1892 12:00:00 AM,36.5,137.0,"(36.500000, 137.000000)"
106,Guêa,11440.0,Valid,stone-uncl,1915.0,Fell,01/01/1891 12:00:00 AM,43.76667,20.23333,"(43.766670, 20.233330)"
107,Indarch,12027.0,Valid,eh4,27000.0,Fell,01/01/1891 12:00:00 AM,39.75,46.66667,"(39.750000, 46.666670)"
108,Bald Eagle,4924.0,Valid,"iron, iiiab",3200.0,Found,01/01/1891 12:00:00 AM,41.28333,-77.05,"(41.283330, -77.050000)"
109,Canyon Diablo,5257.0,Valid,"iron, iab-mg",30000000.0,Found,01/01/1891 12:00:00 AM,35.05,-111.03333,"(35.050000, -111.033330)"
110,Forsyth County,10165.0,Valid,"iron, iiab",22700.0,Found,01/01/1891 12:00:00 AM,36.1,-80.2,"(36.100000, -80.200000)"
111,Jonesboro,12201.0,Valid,"iron, iva",30.0,Found,01/01/1891 12:00:00 AM,36.3,-82.46667,"(36.300000, -82.466670)"
112,Kingston,12318.0,Valid,"iron, ungrouped",12900.0,Found,01/01/1891 12:00:00 AM,32.9,-107.73333000000001,"(32.900000, -107.733330)"
113,Long Island,14694.0,Valid,l6,564000.0,Found,01/01/1891 12:00:00 AM,39.93333,-99.6,"(39.933330, -99.600000)"
114,Ternera,23903.0,Valid,"iron, ivb",1980.0,Found,01/01/1891 12:00:00 AM,-27.33333,-69.8,"(-27.333330, -69.800000)"
115,Toubil River,24034.0,Valid,"iron, iiiab",22000.0,Found,01/01/1891 12:00:00 AM,55.88333000000001,89.1,"(55.883330, 89.100000)"
116,Collescipoli,5403.0,Valid,h5,5000.0,Fell,01/01/1890 12:00:00 AM,42.53333,12.61667,"(42.533330, 12.616670)"
117,Farmington,10074.0,Valid,l5,89400.0,Fell,01/01/1890 12:00:00 AM,39.75,-97.03333,"(39.750000, -97.033330)"
118,Forest City,10119.0,Valid,h5,152000.0,Fell,01/01/1890 12:00:00 AM,43.25,-93.66667,"(43.250000, -93.666670)"
119,Hassi-Jekna,11852.0,Valid,"iron, iab-shl",1250.0,Fell,01/01/1890 12:00:00 AM,28.95,0.81667,"(28.950000, 0.816670)"
120,Jianshi,12087.0,Valid,"iron, iiiab",600000.0,Fell,01/01/1890 12:00:00 AM,30.808329999999998,109.5,"(30.808330, 109.500000)"
121,Kakangari,12230.0,Valid,k3,350.0,Fell,01/01/1890 12:00:00 AM,12.38333,78.51666999999999,"(12.383330, 78.516670)"
122,Misshof,16703.0,Valid,h5,5800.0,Fell,01/01/1890 12:00:00 AM,56.666669999999996,23.0,"(56.666670, 23.000000)"
123,Nawapali,16927.0,Valid,cm2,105.0,Fell,01/01/1890 12:00:00 AM,21.25,83.66667,"(21.250000, 83.666670)"
124,St. Germain-du-Pinel,23087.0,Valid,h6,4000.0,Fell,01/01/1890 12:00:00 AM,48.01667,-1.15,"(48.016670, -1.150000)"
125,Augustinovka,4898.0,Valid,"iron, iiiab",400000.0,Found,01/01/1890 12:00:00 AM,48.06667,35.08333,"(48.066670, 35.083330)"
126,Blue Tier,5077.0,Valid,iron,1400.0,Found,01/01/1890 12:00:00 AM,-41.18333,148.03333,"(-41.183330, 148.033330)"
127,Bridgewater,5139.0,Valid,"iron, iid",13600.0,Found,01/01/1890 12:00:00 AM,35.71667,-81.86667,"(35.716670, -81.866670)"
128,Franceville,10173.0,Valid,"iron, iiiab",18800.0,Found,01/01/1890 12:00:00 AM,38.81667,-104.61667,"(38.816670, -104.616670)"
129,Morland,16746.0,Valid,h6,295000.0,Found,01/01/1890 12:00:00 AM,39.33333,-100.06667,"(39.333330, -100.066670)"
130,Nagy-Vázsony,16894.0,Valid,"iron, iab-sll",2000.0,Found,01/01/1890 12:00:00 AM,46.98333,17.7,"(46.983330, 17.700000)"
131,Sacramento Mountains,22794.0,Valid,"iron, iiiab",237200.0,Found,01/01/1890 12:00:00 AM,32.91667,-104.66667,"(32.916670, -104.666670)"
132,Shirahagi,23536.0,Valid,"iron, iva",22700.0,Found,01/01/1890 12:00:00 AM,36.7,137.36667,"(36.700000, 137.366670)"
133,Summit,23744.0,Valid,"iron, iiab",1000.0,Found,01/01/1890 12:00:00 AM,34.2,-86.48333000000001,"(34.200000, -86.483330)"
134,Villedieu,24182.0,Valid,h4,14000.0,Found,01/01/1890 12:00:00 AM,47.91667,4.35,"(47.916670, 4.350000)"
135,Western Arkansas,24248.0,Valid,"iron, iva",1750.0,Found,01/01/1890 12:00:00 AM,35.0,-94.0,"(35.000000, -94.000000)"
136,Ergheo,10044.0,Valid,l5,20000.0,Fell,01/01/1889 12:00:00 AM,1.16667,44.16667,"(1.166670, 44.166670)"
137,Ferguson,10088.0,Valid,oc,220.0,Fell,01/01/1889 12:00:00 AM,36.1,-81.41667,"(36.100000, -81.416670)"
138,Jelica,12078.0,Valid,ll6,34000.0,Fell,01/01/1889 12:00:00 AM,43.83333,20.441670000000002,"(43.833330, 20.441670)"
139,Lundsgård,14755.0,Valid,l6,11000.0,Fell,01/01/1889 12:00:00 AM,56.21666999999999,13.03333,"(56.216670, 13.033330)"
140,Mighei,16634.0,Valid,cm2,8000.0,Fell,01/01/1889 12:00:00 AM,48.06667,30.96667,"(48.066670, 30.966670)"
141,Ameca-Ameca,2292.0,Valid,iron,1.2,Found,01/01/1889 12:00:00 AM,20.58333,-104.06667,"(20.583330, -104.066670)"
142,Apoala,2317.0,Valid,"iron, iiiab",85000.0,Found,01/01/1889 12:00:00 AM,17.7,-97.0,"(17.700000, -97.000000)"
143,Dexter,6697.0,Valid,"iron, iiiab",1724.0,Found,01/01/1889 12:00:00 AM,33.81667,-97.0,"(33.816670, -97.000000)"
144,Gilgoin,10915.0,Valid,h5,147000.0,Found,01/01/1889 12:00:00 AM,-30.383329999999997,147.2,"(-30.383330, 147.200000)"
145,Hopper,11907.0,Valid,"iron, iiiab",1800.0,Found,01/01/1889 12:00:00 AM,36.55,-79.78333,"(36.550000, -79.783330)"
146,Iron River,12048.0,Valid,"iron, iva",1420.0,Found,01/01/1889 12:00:00 AM,46.079440000000005,-88.55972,"(46.079440, -88.559720)"
147,Kenton County,12280.0,Valid,"iron, iiiab",194000.0,Found,01/01/1889 12:00:00 AM,38.81667,-84.6,"(38.816670, -84.600000)"
148,Moctezuma,16710.0,Valid,"iron, iab-sll",1700.0,Found,01/01/1889 12:00:00 AM,29.8,-109.66667,"(29.800000, -109.666670)"
149,Travis County (a),24040.0,Valid,h5,175400.0,Found,01/01/1889 12:00:00 AM,30.3,-97.7,"(30.300000, -97.700000)"
150,Travis County (b),24041.0,Valid,h4,5900.0,Found,01/01/1889 12:00:00 AM,30.555559999999996,-97.95278,"(30.555560, -97.952780)"
151,Bella Roca,5003.0,Valid,"iron, iiiab",33000.0,Found,01/01/1888 12:00:00 AM,24.9,-105.4,"(24.900000, -105.400000)"
152,Bischtübe,5057.0,Valid,"iron, iab-sll",48250.0,Found,01/01/1888 12:00:00 AM,51.95,62.2,"(51.950000, 62.200000)"
153,Carcote,5267.0,Valid,h5,392.0,Found,01/01/1888 12:00:00 AM,-24.0,-69.0,"(-24.000000, -69.000000)"
154,Cowra,5458.0,Valid,"iron, ungrouped",5560.0,Found,01/01/1888 12:00:00 AM,-33.85,148.68333,"(-33.850000, 148.683330)"
155,Eli Elwah,10013.0,Valid,l6,15200.0,Found,01/01/1888 12:00:00 AM,-34.5,144.71667,"(-34.500000, 144.716670)"
156,Franklinville,10179.0,Valid,l6,108.0,Found,01/01/1888 12:00:00 AM,38.5,-100.0,"(38.500000, -100.000000)"
157,Haniet-el-Beguel,11817.0,Valid,"iron, iab complex",2000.0,Found,01/01/1888 12:00:00 AM,32.48333,4.4,"(32.483330, 4.400000)"
158,La Primitiva,12402.0,Valid,"iron, iig",27400.0,Found,01/01/1888 12:00:00 AM,-19.91667,-69.81667,"(-19.916670, -69.816670)"
159,Lonaconing,14680.0,Valid,"iron, iab-shl",1400.0,Found,01/01/1888 12:00:00 AM,39.41667,-79.15,"(39.416670, -79.150000)"
160,Minas Gerais,16693.0,Valid,l6,1224.0,Found,01/01/1888 12:00:00 AM,-18.5,-44.0,"(-18.500000, -44.000000)"
161,Pirapora,18833.0,Valid,"iron, iiab",6175.0,Found,01/01/1888 12:00:00 AM,-17.3,-45.0,"(-17.300000, -45.000000)"
162,St. Genevieve County,23086.0,Valid,"iron, iiif",244500.0,Found,01/01/1888 12:00:00 AM,37.96667,-90.31667,"(37.966670, -90.316670)"
163,Thomson,23973.0,Valid,l6,218.0,Found,01/01/1888 12:00:00 AM,33.46667,-82.48333000000001,"(33.466670, -82.483330)"
164,Thurlow,23979.0,Valid,"iron, iiiab",5500.0,Found,01/01/1888 12:00:00 AM,44.75,-77.58333,"(44.750000, -77.583330)"
165,Welland,24235.0,Valid,"iron, iiiab",8200.0,Found,01/01/1888 12:00:00 AM,43.01667,-79.21667,"(43.016670, -79.216670)"
166,Bielokrynitschie,5043.0,Valid,h4,1900.0,Fell,01/01/1887 12:00:00 AM,50.13333,27.16667,"(50.133330, 27.166670)"
167,De Cewsville,6621.0,Valid,h6,340.0,Fell,01/01/1887 12:00:00 AM,43.0,-80.0,"(43.000000, -80.000000)"
168,Lalitpur,12451.0,Valid,l6,372.0,Fell,01/01/1887 12:00:00 AM,24.45,78.56667,"(24.450000, 78.566670)"
169,Ochansk,17979.0,Valid,h4,500000.0,Fell,01/01/1887 12:00:00 AM,57.78333000000001,55.26667,"(57.783330, 55.266670)"
170,Phu Hong,18809.0,Valid,h4,500.0,Fell,01/01/1887 12:00:00 AM,11.25,108.58333,"(11.250000, 108.583330)"
171,Algoma,470.0,Valid,"iron, iab-shl",4100.0,Found,01/01/1887 12:00:00 AM,44.65,-87.46667,"(44.650000, -87.466670)"
172,Carlton,5277.0,Valid,"iron, iab-slm",81200.0,Found,01/01/1887 12:00:00 AM,31.91667,-98.03333,"(31.916670, -98.033330)"
173,Crab Orchard,5461.0,Valid,mesosiderite-a1,48500.0,Found,01/01/1887 12:00:00 AM,35.83333,-84.91667,"(35.833330, -84.916670)"
174,Doyleville,7727.0,Valid,h5,112.0,Found,01/01/1887 12:00:00 AM,38.41667,-106.58333,"(38.416670, -106.583330)"
175,Holland's Store,11896.0,Valid,"iron, iiab",12200.0,Found,01/01/1887 12:00:00 AM,34.36667,-85.43333,"(34.366670, -85.433330)"
176,Indian Valley,12029.0,Valid,"iron, iiab",14100.0,Found,01/01/1887 12:00:00 AM,36.93333,-80.5,"(36.933330, -80.500000)"
177,Indio Rico,12032.0,Valid,h6,15000.0,Found,01/01/1887 12:00:00 AM,-38.33333,-60.88333000000001,"(-38.333330, -60.883330)"
178,Kendall County,12274.0,Valid,"iron, iab-ung",21000.0,Found,01/01/1887 12:00:00 AM,29.4,-98.5,"(29.400000, -98.500000)"
179,Morristown,16750.0,Valid,mesosiderite-a3,16300.0,Found,01/01/1887 12:00:00 AM,36.2,-83.38333,"(36.200000, -83.383330)"
180,Mount Joy,16779.0,Valid,"iron, iiab",384000.0,Found,01/01/1887 12:00:00 AM,39.78333,-77.21667,"(39.783330, -77.216670)"
181,Pan de Azucar,18094.0,Valid,"iron, iab complex",19500.0,Found,01/01/1887 12:00:00 AM,-26.5,-69.5,"(-26.500000, -69.500000)"
182,Pipe Creek,18830.0,Valid,h6,13600.0,Found,01/01/1887 12:00:00 AM,29.683329999999998,-98.91667,"(29.683330, -98.916670)"
183,San Emigdio,23122.0,Valid,h4,36000.0,Found,01/01/1887 12:00:00 AM,36.0,-119.0,"(36.000000, -119.000000)"
184,San Pedro Springs,23131.0,Valid,l6,72.0,Found,01/01/1887 12:00:00 AM,29.5,-98.5,"(29.500000, -98.500000)"
185,Silver Crown,23597.0,Valid,"iron, iab-mg",11600.0,Found,01/01/1887 12:00:00 AM,41.23333,-104.98333000000001,"(41.233330, -104.983330)"
186,Waldron Ridge,24203.0,Valid,"iron, iab complex",13600.0,Found,01/01/1887 12:00:00 AM,36.63333,-83.83333,"(36.633330, -83.833330)"
187,Assisi,2353.0,Valid,h5,2000.0,Fell,01/01/1886 12:00:00 AM,43.03333,12.55,"(43.033330, 12.550000)"
188,Barntrup,4948.0,Valid,ll4,17.0,Fell,01/01/1886 12:00:00 AM,52.0,9.1,"(52.000000, 9.100000)"
189,Bradford Woods,5128.0,Valid,l,762.0,Fell,01/01/1886 12:00:00 AM,40.5,-80.08333,"(40.500000, -80.083330)"
190,Cabin Creek,5186.0,Valid,"iron, iiiab",48500.0,Fell,01/01/1886 12:00:00 AM,35.5,-93.5,"(35.500000, -93.500000)"
191,Kyushu,12390.0,Valid,l6,45000.0,Fell,01/01/1886 12:00:00 AM,32.03333,130.63333,"(32.033330, 130.633330)"
192,Nammianthal,16902.0,Valid,h5,4500.0,Fell,01/01/1886 12:00:00 AM,12.28333,79.2,"(12.283330, 79.200000)"
193,Novo-Urei,17933.0,Valid,ureilite,1900.0,Fell,01/01/1886 12:00:00 AM,54.816669999999995,46.0,"(54.816670, 46.000000)"
