,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
18101,Meteorite Hills 01306,16538.0,Valid,h5,4.8,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18102,Meteorite Hills 01307,16539.0,Valid,ll6,8.7,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18103,Meteorite Hills 01308,16540.0,Valid,l5,13.5,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18104,Meteorite Hills 01309,16541.0,Valid,h5,4.9,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18105,Meteorite Hills 01310,16542.0,Valid,l5,8.2,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18106,Meteorite Hills 01311,16543.0,Valid,h5,14.3,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18107,Meteorite Hills 01312,16544.0,Valid,l5,12.0,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18108,Meteorite Hills 01313,16545.0,Valid,h5,6.5,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18109,Meteorite Hills 01314,16546.0,Valid,h5,3.4,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18110,Meteorite Hills 01315,16547.0,Valid,l5,4.5,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18111,Meteorite Hills 01316,16548.0,Valid,l5,5.6,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18112,Meteorite Hills 01317,16549.0,Valid,h5,1.3,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18113,Meteorite Hills 01318,16550.0,Valid,l5,10.6,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18114,Meteorite Hills 01319,16551.0,Valid,l5,14.7,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18115,Meteorite Hills 01320,16552.0,Valid,ll5,3.3,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18116,Meteorite Hills 01321,16553.0,Valid,h5,15.4,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18117,Meteorite Hills 01322,16554.0,Valid,l3.6,8.4,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18118,Meteorite Hills 01323,16555.0,Valid,l5,7.0,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18119,Meteorite Hills 01324,16556.0,Valid,l5,10.9,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18120,Meteorite Hills 01325,16557.0,Valid,l5,29.8,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18121,Meteorite Hills 01326,16558.0,Valid,l5,10.9,Found,1/1/2001,-79.68333,159.75,"(-79.683330, 159.750000)"
18122,Miller Butte 01001,16647.0,Valid,l5,6260.0,Found,1/1/2001,-72.68417,161.31583,"(-72.684170, 161.315830)"
18125,Mount Walton 01001,16807.0,Valid,h4/5,271.6,Found,1/1/2001,-72.45,160.335,"(-72.450000, 160.335000)"
18159,Northwest Africa 1196,17147.0,Valid,l4/5,43.0,Found,1/1/2001,30.808000000000003,-5.85583,"(30.808000, -5.855830)"
18235,Northwest Africa 1578,17337.0,Valid,l6,1549.0,Found,1/1/2001,31.6,-4.38333,"(31.600000, -4.383330)"
18236,Northwest Africa 1579,17338.0,Valid,l5,5200.0,Found,1/1/2001,31.5,-4.85,"(31.500000, -4.850000)"
18237,Northwest Africa 1580,17339.0,Valid,l6,5700.0,Found,1/1/2001,31.33333,-4.0,"(31.333330, -4.000000)"
18238,Northwest Africa 1581,17340.0,Valid,l6,50200.0,Found,1/1/2001,31.383329999999997,-4.25,"(31.383330, -4.250000)"
18304,Northwest Africa 2251,30911.0,Valid,howardite,17.0,Found,1/1/2001,27.96667,-7.95,"(27.966670, -7.950000)"
18305,Northwest Africa 2255,30915.0,Valid,l5,110.7,Found,1/1/2001,27.933329999999998,-7.78333,"(27.933330, -7.783330)"
18306,Northwest Africa 2256,30916.0,Valid,h5,215.4,Found,1/1/2001,27.76667,-7.66667,"(27.766670, -7.666670)"
18307,Northwest Africa 2257,30917.0,Valid,l6,47.9,Found,1/1/2001,28.5,-7.9,"(28.500000, -7.900000)"
18308,Northwest Africa 2258,30918.0,Valid,l6,57.4,Found,1/1/2001,28.58333,-7.96667,"(28.583330, -7.966670)"
18309,Northwest Africa 2259,30919.0,Valid,h5,485.0,Found,1/1/2001,28.6,-7.9833300000000005,"(28.600000, -7.983330)"
18310,Northwest Africa 2260,30920.0,Valid,l5,59.3,Found,1/1/2001,27.933329999999998,-7.9,"(27.933330, -7.900000)"
18311,Northwest Africa 2262,30922.0,Valid,l6,139.0,Found,1/1/2001,27.8,-7.95,"(27.800000, -7.950000)"
18312,Northwest Africa 2265,30925.0,Valid,l3.8,40.0,Found,1/1/2001,28.66667,-7.53333,"(28.666670, -7.533330)"
18313,Northwest Africa 2266,30926.0,Valid,l3.8-6,33.9,Found,1/1/2001,28.75,-7.58333,"(28.750000, -7.583330)"
18345,Northwest Africa 455,17723.0,Valid,h4,81.0,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18346,Northwest Africa 456,17724.0,Valid,h5/6,359.0,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18347,Northwest Africa 457,17725.0,Valid,h6,175.0,Found,1/1/2001,31.368170000000003,-4.016830000000001,"(31.368170, -4.016830)"
18348,Northwest Africa 458,17726.0,Valid,l6,387.0,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18349,Northwest Africa 459,17727.0,Valid,h3,300.0,Found,1/1/2001,31.368170000000003,-4.016830000000001,"(31.368170, -4.016830)"
18350,Northwest Africa 460,17728.0,Valid,h6,655.0,Found,1/1/2001,31.368170000000003,-4.016830000000001,"(31.368170, -4.016830)"
18351,Northwest Africa 461,17729.0,Valid,h5,171.0,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18352,Northwest Africa 462,17730.0,Valid,l6,40.5,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18353,Northwest Africa 463,17731.0,Valid,l6,15.0,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18354,Northwest Africa 464,17732.0,Valid,h3,159.0,Found,1/1/2001,31.368170000000003,-4.016830000000001,"(31.368170, -4.016830)"
18355,Northwest Africa 465,17733.0,Valid,h5,413.5,Found,1/1/2001,26.784000000000002,-12.8335,"(26.784000, -12.833500)"
18356,Northwest Africa 466,17734.0,Valid,l6,46.0,Found,1/1/2001,31.368170000000003,-4.016830000000001,"(31.368170, -4.016830)"
18430,Northwest Africa 840,17866.0,Valid,h5,2875.0,Found,1/1/2001,30.19267,-9.036669999999999,"(30.192670, -9.036670)"
18431,Northwest Africa 841,17867.0,Valid,l6,8012.0,Found,1/1/2001,30.19267,-9.036669999999999,"(30.192670, -9.036670)"
18434,Northwest Africa 844,17870.0,Valid,h3,629.0,Found,1/1/2001,30.808000000000003,-5.85583,"(30.808000, -5.855830)"
18435,Northwest Africa 845,17871.0,Valid,r4,36.0,Found,1/1/2001,30.808000000000003,-5.85583,"(30.808000, -5.855830)"
18438,Northwest Africa 850,17875.0,Valid,h5,5300.0,Found,1/1/2001,30.406670000000002,-5.89233,"(30.406670, -5.892330)"
18440,Northwest Africa 852,17877.0,Valid,cr2,174.0,Found,1/1/2001,30.808000000000003,-5.85583,"(30.808000, -5.855830)"
18511,Paposo,31285.0,Valid,ll6,2000.0,Found,1/1/2001,-25.14333,-70.32,"(-25.143330, -70.320000)"
18513,Payson,18178.0,Valid,l6,1728.0,Found,1/1/2001,34.23333,-111.4,"(34.233330, -111.400000)"
18514,Point Berliet,18854.0,Valid,h5,42000.0,Found,1/1/2001,20.537,9.53783,"(20.537000, 9.537830)"
18515,Red Dry Lake 002,22539.0,Valid,h6,21.5,Found,1/1/2001,35.653059999999996,-114.02436999999999,"(35.653060, -114.024370)"
18516,Red Dry Lake 003,22540.0,Valid,h6,94.0,Found,1/1/2001,35.64552,-114.03068999999999,"(35.645520, -114.030690)"
18517,Red Dry Lake 004,22541.0,Valid,h6,13.5,Found,1/1/2001,35.6464,-114.02848999999999,"(35.646400, -114.028490)"
18518,Red Dry Lake 005,22542.0,Valid,h6,12.0,Found,1/1/2001,35.64645,-114.02853,"(35.646450, -114.028530)"
18519,Red Dry Lake 006,22543.0,Valid,h4,40.0,Found,1/1/2001,35.62705,-114.04336,"(35.627050, -114.043360)"
18520,Red Dry Lake 009,22544.0,Valid,h3.6,13.0,Found,1/1/2001,35.62723,-114.04323000000001,"(35.627230, -114.043230)"
18521,Roach Dry Lake 006,22619.0,Valid,h6,6.53,Found,1/1/2001,35.68345,-115.34703,"(35.683450, -115.347030)"
18522,Roach Dry Lake 021,32763.0,Valid,h6,59.2,Found,1/1/2001,35.672979999999995,-115.36717,"(35.672980, -115.367170)"
18523,Roosevelt County 106,22761.0,Valid,l6,98.8,Found,1/1/2001,34.21667,-103.93333,"(34.216670, -103.933330)"
18527,San Juan 001,23126.0,Valid,l5,1229.0,Found,1/1/2001,-25.575,-69.795,"(-25.575000, -69.795000)"
18528,Sayh al Uhaymir 057,23249.0,Valid,h6,88.0,Found,1/1/2001,21.06167,57.32666999999999,"(21.061670, 57.326670)"
18529,Sayh al Uhaymir 058,23250.0,Valid,l5,35.0,Found,1/1/2001,20.456670000000003,56.65667,"(20.456670, 56.656670)"
18530,Sayh al Uhaymir 059,23251.0,Valid,h4,62.0,Found,1/1/2001,20.54167,56.67833,"(20.541670, 56.678330)"
18531,Sayh al Uhaymir 060,23252.0,Valid,martian (shergottite),42.28,Found,1/1/2001,20.98,57.31833,"(20.980000, 57.318330)"
18532,Sayh al Uhaymir 062,23254.0,Valid,l4,14.0,Found,1/1/2001,21.06,57.29,"(21.060000, 57.290000)"
18533,Sayh al Uhaymir 064,23256.0,Valid,h5,216.0,Found,1/1/2001,21.0,57.31,"(21.000000, 57.310000)"
18534,Sayh al Uhaymir 065,23257.0,Valid,h5,58.0,Found,1/1/2001,21.035,57.26806,"(21.035000, 57.268060)"
18535,Sayh al Uhaymir 068,23260.0,Valid,h5,1165.0,Found,1/1/2001,21.32667,57.17833,"(21.326670, 57.178330)"
18536,Sayh al Uhaymir 069,23261.0,Valid,h6,311.9,Found,1/1/2001,20.819000000000003,57.33967,"(20.819000, 57.339670)"
18537,Sayh al Uhaymir 070,23262.0,Valid,l5/6,760.1,Found,1/1/2001,20.775170000000003,57.28167,"(20.775170, 57.281670)"
18538,Sayh al Uhaymir 071,23263.0,Valid,h5/6,931.9,Found,1/1/2001,20.819000000000003,57.26367,"(20.819000, 57.263670)"
18539,Sayh al Uhaymir 072,23264.0,Valid,h5,6750.0,Found,1/1/2001,20.638170000000002,57.169,"(20.638170, 57.169000)"
18540,Sayh al Uhaymir 073,23265.0,Valid,h5,1899.1,Found,1/1/2001,20.6515,57.169,"(20.651500, 57.169000)"
18541,Sayh al Uhaymir 074,23266.0,Valid,h5,410.5,Found,1/1/2001,20.6275,57.16433000000001,"(20.627500, 57.164330)"
18542,Sayh al Uhaymir 075,23267.0,Valid,h3-5,4261.2,Found,1/1/2001,20.6845,57.14066999999999,"(20.684500, 57.140670)"
18543,Sayh al Uhaymir 076,23268.0,Valid,l6,1024.9,Found,1/1/2001,20.7325,57.122,"(20.732500, 57.122000)"
18544,Sayh al Uhaymir 077,23269.0,Valid,h6,23.2,Found,1/1/2001,21.01183,57.33,"(21.011830, 57.330000)"
18545,Sayh al Uhaymir 078,23270.0,Valid,l6,598.6,Found,1/1/2001,21.004,57.31867,"(21.004000, 57.318670)"
18546,Sayh al Uhaymir 089,23281.0,Valid,l/ll3.6/3.7,2618.0,Found,1/1/2001,20.88167,57.2,"(20.881670, 57.200000)"
18547,Sayh al Uhaymir 094,23286.0,Valid,martian (shergottite),223.3,Found,1/1/2001,20.99115,57.33877,"(20.991150, 57.338770)"
18548,Sayh al Uhaymir 103,23295.0,Valid,l6,50.0,Found,1/1/2001,20.98333,57.32666999999999,"(20.983330, 57.326670)"
18549,Sayh al Uhaymir 104,23296.0,Valid,h5,136.0,Found,1/1/2001,21.01833,57.31333000000001,"(21.018330, 57.313330)"
18550,Sayh al Uhaymir 105,23297.0,Valid,h5,34.0,Found,1/1/2001,21.058329999999998,57.291669999999996,"(21.058330, 57.291670)"
18551,Sayh al Uhaymir 107,23299.0,Valid,ll6,258.0,Found,1/1/2001,20.92667,57.255,"(20.926670, 57.255000)"
18552,Sayh al Uhaymir 108,23300.0,Valid,h6,16.0,Found,1/1/2001,21.066670000000002,57.316669999999995,"(21.066670, 57.316670)"
18553,Sayh al Uhaymir 113,23305.0,Valid,h5,326.0,Found,1/1/2001,21.06,57.265,"(21.060000, 57.265000)"
18554,Sayh al Uhaymir 114,23306.0,Valid,l5,191.0,Found,1/1/2001,21.046670000000002,57.255,"(21.046670, 57.255000)"
18555,Sayh al Uhaymir 118,23310.0,Valid,ll3,242.0,Found,1/1/2001,20.99833,57.32167,"(20.998330, 57.321670)"
18556,Sayh al Uhaymir 122,23314.0,Valid,l6,130.0,Found,1/1/2001,21.07,57.31333000000001,"(21.070000, 57.313330)"
18557,Sayh al Uhaymir 123,23315.0,Valid,l6,120.0,Found,1/1/2001,21.02,57.28167,"(21.020000, 57.281670)"
18558,Sayh al Uhaymir 124,23316.0,Valid,h5,184.0,Found,1/1/2001,21.008329999999997,57.0,"(21.008330, 57.000000)"
18559,Sayh al Uhaymir 132,23324.0,Valid,h5,12.34,Found,1/1/2001,21.06831,57.31564,"(21.068310, 57.315640)"
18560,Sayh al Uhaymir 133,23325.0,Valid,l5,853.0,Found,1/1/2001,20.99867,57.294669999999996,"(20.998670, 57.294670)"
18561,Sayh al Uhaymir 134,23326.0,Valid,h5/6,190.58,Found,1/1/2001,21.03364,57.320640000000004,"(21.033640, 57.320640)"
18562,Sayh al Uhaymir 135,23327.0,Valid,l5,7.76,Found,1/1/2001,21.06481,57.273559999999996,"(21.064810, 57.273560)"
18563,Sayh al Uhaymir 136,23328.0,Valid,h5,129.0,Found,1/1/2001,21.06636,57.26758,"(21.066360, 57.267580)"
18564,Sayh al Uhaymir 137,23329.0,Valid,l6,8.07,Found,1/1/2001,21.071279999999998,57.10175,"(21.071280, 57.101750)"
18565,Sayh al Uhaymir 138,23330.0,Valid,h5,57.37,Found,1/1/2001,21.18372,57.210080000000005,"(21.183720, 57.210080)"
18566,Sayh al Uhaymir 139,23331.0,Valid,h4/5,101.18,Found,1/1/2001,21.186970000000002,57.20867,"(21.186970, 57.208670)"
18567,Sayh al Uhaymir 140,23332.0,Valid,l4/5,2517.0,Found,1/1/2001,21.20769,57.21136,"(21.207690, 57.211360)"
18568,Sayh al Uhaymir 159,23346.0,Valid,h4,163.0,Found,1/1/2001,21.01717,57.320330000000006,"(21.017170, 57.320330)"
18569,Sayh al Uhaymir 163,23350.0,Valid,h5,1877.3,Found,1/1/2001,21.037029999999998,57.32685,"(21.037030, 57.326850)"
18570,Sayh al Uhaymir 164,23351.0,Valid,h6,331.47,Found,1/1/2001,20.98353,57.20101999999999,"(20.983530, 57.201020)"
18571,Sayh al Uhaymir 165,23352.0,Valid,l5,457.15,Found,1/1/2001,21.02018,57.21147,"(21.020180, 57.211470)"
18572,Sayh al Uhaymir 166,23353.0,Valid,h5,385.2,Found,1/1/2001,21.02063,57.2131,"(21.020630, 57.213100)"
18573,Sayh al Uhaymir 167,23354.0,Valid,l6,68.04,Found,1/1/2001,21.16788,56.54136999999999,"(21.167880, 56.541370)"
18574,Sayh al Uhaymir 168,23355.0,Valid,h4,24.73,Found,1/1/2001,21.10517,56.9963,"(21.105170, 56.996300)"
18575,Sayh al Uhaymir 176,33999.0,Valid,h6,19.0,Found,1/1/2001,21.04833,57.25833000000001,"(21.048330, 57.258330)"
18576,Sayh al Uhaymir 177,34000.0,Valid,ll6,48.0,Found,1/1/2001,20.995,57.325,"(20.995000, 57.325000)"
18577,Sayh al Uhaymir 190,23363.0,Valid,l5,262.0,Found,1/1/2001,20.863329999999998,56.20333,"(20.863330, 56.203330)"
18578,Sayh al Uhaymir 193,23366.0,Valid,l4,52.0,Found,1/1/2001,20.8635,56.2035,"(20.863500, 56.203500)"
18579,Sayh al Uhaymir 194,23367.0,Valid,l6,198.36,Found,1/1/2001,21.03578,57.32825,"(21.035780, 57.328250)"
18580,Sayh al Uhaymir 202,23375.0,Valid,cv3,335.86,Found,1/1/2001,21.070870000000003,57.31117,"(21.070870, 57.311170)"
18581,Sayh al Uhaymir 281,23454.0,Valid,eh3,162.56,Found,1/1/2001,21.0,57.2,"(21.000000, 57.200000)"
18582,Sayh al Uhaymir 310,34537.0,Valid,l6,94.0,Found,1/1/2001,21.2,57.1,"(21.200000, 57.100000)"
18583,Sayh al Uhaymir 323,34550.0,Valid,h6,112.0,Found,1/1/2001,20.99667,57.33,"(20.996670, 57.330000)"
18584,Sayh al Uhaymir 427,53632.0,Valid,cv3,59.0,Found,1/1/2001,21.084770000000002,57.275980000000004,"(21.084770, 57.275980)"
18585,Sayh al Uhaymir 428,45920.0,Valid,h~5,121.9,Found,1/1/2001,21.084529999999997,57.29322,"(21.084530, 57.293220)"
18586,Sayh al Uhaymir 429,45921.0,Valid,h4,154.5,Found,1/1/2001,21.05525,57.26902,"(21.055250, 57.269020)"
18587,Sayh al Uhaymir 430,45922.0,Valid,h~5,180.6,Found,1/1/2001,21.076520000000002,57.295880000000004,"(21.076520, 57.295880)"
18588,Sayh al Uhaymir 431,45923.0,Valid,h5,22.1,Found,1/1/2001,21.0769,57.29693,"(21.076900, 57.296930)"
18589,Sayh al Uhaymir 432,45924.0,Valid,l~6,62.0,Found,1/1/2001,21.05525,57.25815,"(21.055250, 57.258150)"
18590,Sayh al Uhaymir 433,45925.0,Valid,l~6,43.3,Found,1/1/2001,21.066370000000003,57.2648,"(21.066370, 57.264800)"
18591,Sayh al Uhaymir 434,45926.0,Valid,h~5,286.1,Found,1/1/2001,21.08908,57.27265,"(21.089080, 57.272650)"
18592,Sayh al Uhaymir 435,45927.0,Valid,h~5,164.6,Found,1/1/2001,21.09352,57.275580000000005,"(21.093520, 57.275580)"
18593,Sayh al Uhaymir 436,45928.0,Valid,h~5,808.1,Found,1/1/2001,21.09807,57.28043,"(21.098070, 57.280430)"
18594,Sayh al Uhaymir 437,45929.0,Valid,h~4,1358.1,Found,1/1/2001,21.08997,57.29492,"(21.089970, 57.294920)"
18595,Sayh al Uhaymir 470,48635.0,Valid,h4,127.3,Found,1/1/2001,21.087870000000002,56.941280000000006,"(21.087870, 56.941280)"
18596,Sevaruyo,23506.0,Valid,h5,12.37,Found,1/1/2001,-19.36775,-66.96786999999999,"(-19.367750, -66.967870)"
18597,Shalim 003,23516.0,Valid,h5,10350.0,Found,1/1/2001,18.18233,55.501830000000005,"(18.182330, 55.501830)"
18598,Shalim 004,23517.0,Valid,h5,10350.0,Found,1/1/2001,18.18233,55.501830000000005,"(18.182330, 55.501830)"
18599,Shi?r 001,23539.0,Valid,l6,936.8,Found,1/1/2001,18.508,53.98733000000001,"(18.508000, 53.987330)"
18600,Shi?r 002,23540.0,Valid,h5,88.6,Found,1/1/2001,18.5875,53.91417,"(18.587500, 53.914170)"
18601,Shi?r 004,23542.0,Valid,h5,325.7,Found,1/1/2001,18.584329999999998,53.913669999999996,"(18.584330, 53.913670)"
18602,Shi?r 005,23543.0,Valid,h6,445.6,Found,1/1/2001,18.46617,53.83416999999999,"(18.466170, 53.834170)"
18603,Shi?r 007,23545.0,Valid,ureilite,9024.0,Found,1/1/2001,18.2925,53.5675,"(18.292500, 53.567500)"
18604,Shi?r 009,23547.0,Valid,h4,185.0,Found,1/1/2001,18.56333,53.926669999999994,"(18.563330, 53.926670)"
18605,Shi?r 010,23548.0,Valid,l5,17604.0,Found,1/1/2001,18.55,53.97,"(18.550000, 53.970000)"
18606,Shi?r 011,23549.0,Valid,l4,478.0,Found,1/1/2001,18.558329999999998,53.91333,"(18.558330, 53.913330)"
18607,Shi?r 015,23550.0,Valid,l5,3409.3,Found,1/1/2001,18.54908,53.9229,"(18.549080, 53.922900)"
18608,Shi?r 016,23551.0,Valid,h5,84.48,Found,1/1/2001,18.4384,53.96892,"(18.438400, 53.968920)"
18609,Shi?r 017,23552.0,Valid,h4,12.83,Found,1/1/2001,18.42322,53.60905,"(18.423220, 53.609050)"
18610,Shi?r 018,23553.0,Valid,l6,116.54,Found,1/1/2001,18.537329999999997,53.933119999999995,"(18.537330, 53.933120)"
18611,Shi?r 019,23554.0,Valid,h4,1332.73,Found,1/1/2001,18.5475,53.8935,"(18.547500, 53.893500)"
18612,Shi?r 020,23555.0,Valid,h4-6,2200.72,Found,1/1/2001,18.55927,53.89155,"(18.559270, 53.891550)"
18613,Shi?r 021,23556.0,Valid,h4-6,135.23,Found,1/1/2001,18.60453,53.88757,"(18.604530, 53.887570)"
18614,Shi?r 106,35722.0,Valid,ll~5,379.59,Found,1/1/2001,18.19152,53.8129,"(18.191520, 53.812900)"
18615,Shi?r 107,35723.0,Valid,l~6,106.61,Found,1/1/2001,18.190279999999998,53.80828,"(18.190280, 53.808280)"
18616,Shi?r 108,35724.0,Valid,l~5,35.41,Found,1/1/2001,18.192320000000002,53.80368000000001,"(18.192320, 53.803680)"
18617,Shi?r 109,35725.0,Valid,l~6,114.04,Found,1/1/2001,18.65415,53.92847,"(18.654150, 53.928470)"
18618,Shi?r 110,35726.0,Valid,h~4,853.0,Found,1/1/2001,18.188979999999997,53.80485,"(18.188980, 53.804850)"
18619,Shi?r 111,35727.0,Valid,h~5,762.7,Found,1/1/2001,18.65213,53.92715,"(18.652130, 53.927150)"
18620,Southampton,23682.0,Valid,pallasite,3580.0,Found,1/1/2001,44.50642,-81.37217,"(44.506420, -81.372170)"
18621,Stewart Valley 001,55530.0,Valid,h6,75.6,Found,1/1/2001,36.2058,-116.17042,"(36.205800, -116.170420)"
18622,Stewart Valley 002,55531.0,Valid,l6,28.9,Found,1/1/2001,36.20758,-116.16918000000001,"(36.207580, -116.169180)"
18623,Stewart Valley 003,55588.0,Valid,h4,6.8,Found,1/1/2001,36.211529999999996,-116.16785,"(36.211530, -116.167850)"
18624,Stewart Valley 004,55532.0,Valid,l6,58.9,Found,1/1/2001,36.25547,-116.18552,"(36.255470, -116.185520)"
18625,Stewart Valley 005,55533.0,Valid,l6,62.0,Found,1/1/2001,36.22907,-116.17935,"(36.229070, -116.179350)"
18626,Stewart Valley 006,55534.0,Valid,h4,20.1,Found,1/1/2001,36.23728,-116.1722,"(36.237280, -116.172200)"
18627,Stewart Valley 007,55535.0,Valid,h4,8.7,Found,1/1/2001,36.23722,-116.17241999999999,"(36.237220, -116.172420)"
18628,Stewart Valley 008,55536.0,Valid,h6,4.2,Found,1/1/2001,36.237429999999996,-116.17223,"(36.237430, -116.172230)"
18629,Superior Valley 003,23750.0,Valid,h6,65.6,Found,1/1/2001,35.24742,-117.0999,"(35.247420, -117.099900)"
18630,Superior Valley 004,23751.0,Valid,l6,15.3,Found,1/1/2001,35.23533,-117.1005,"(35.235330, -117.100500)"
18631,Superior Valley 005,23752.0,Valid,h6,32.92,Found,1/1/2001,35.238,-117.0365,"(35.238000, -117.036500)"
18632,Superior Valley 006,23753.0,Valid,h6,78.5,Found,1/1/2001,35.23883,-117.02667,"(35.238830, -117.026670)"
18633,Superior Valley 007,23754.0,Valid,l6,67.21,Found,1/1/2001,35.23833,-117.03283,"(35.238330, -117.032830)"
18634,Superior Valley 008,23755.0,Valid,l6,77.44,Found,1/1/2001,35.236,-117.044,"(35.236000, -117.044000)"
18635,Superior Valley 009,23756.0,Valid,l6,116.42,Found,1/1/2001,35.23583,-117.044,"(35.235830, -117.044000)"
18636,Superior Valley 010,23757.0,Valid,l4,26.26,Found,1/1/2001,35.23633,-117.04316999999999,"(35.236330, -117.043170)"
18637,Superior Valley 011,23758.0,Valid,h6,2.52,Found,1/1/2001,35.23617,-117.04299999999999,"(35.236170, -117.043000)"
18638,Tassédet 001,23881.0,Valid,h5,560.0,Found,1/1/2001,18.06833,6.66833,"(18.068330, 6.668330)"
18639,Tassédet 002,23882.0,Valid,h5,9.4,Found,1/1/2001,18.237000000000002,6.519830000000001,"(18.237000, 6.519830)"
18640,Tassédet 003,23883.0,Valid,h5,12.5,Found,1/1/2001,18.30033,6.50683,"(18.300330, 6.506830)"
18641,Tiffa 007,23997.0,Valid,h5,9250.0,Found,1/1/2001,20.20117,11.587,"(20.201170, 11.587000)"
18642,Tiffa 008,31349.0,Valid,co3,1149.0,Found,1/1/2001,20.35833,11.85,"(20.358330, 11.850000)"
18643,Tule Valley,24065.0,Valid,l6,17.69,Found,1/1/2001,38.99861,-113.38167,"(38.998610, -113.381670)"
18644,Tungsten Mountain 002,24073.0,Valid,h6,11.3,Found,1/1/2001,39.67357,-117.60432,"(39.673570, -117.604320)"
18645,Tungsten Mountain 003,24074.0,Valid,h4,7.8,Found,1/1/2001,39.684490000000004,-117.62071999999999,"(39.684490, -117.620720)"
18646,Tungsten Mountain 004,24075.0,Valid,h6,8.1,Found,1/1/2001,39.68444,-117.62021999999999,"(39.684440, -117.620220)"
18647,Tungsten Mountain 005,24076.0,Valid,l6,4.7,Found,1/1/2001,39.6844,-117.62007,"(39.684400, -117.620070)"
18648,Tungsten Mountain 006,24077.0,Valid,l6,8.8,Found,1/1/2001,39.68436,-117.62018,"(39.684360, -117.620180)"
18649,Tungsten Mountain 007,24078.0,Valid,h5,44.0,Found,1/1/2001,39.685179999999995,-117.62105,"(39.685180, -117.621050)"
18650,Tungsten Mountain 008,24079.0,Valid,h5,7.0,Found,1/1/2001,39.68072,-117.62778,"(39.680720, -117.627780)"
18651,Tungsten Mountain 009,24080.0,Valid,h4,31.0,Found,1/1/2001,39.68035,-117.62918,"(39.680350, -117.629180)"
18652,Tungsten Mountain 010,24081.0,Valid,h5,13.4,Found,1/1/2001,39.68432,-117.62052,"(39.684320, -117.620520)"
18653,Umm as Samim 001,24115.0,Valid,h5,1847.0,Found,1/1/2001,21.31833,56.416669999999996,"(21.318330, 56.416670)"
18654,Umm as Samim 002,24116.0,Valid,h5,1048.0,Found,1/1/2001,21.32333,56.42167,"(21.323330, 56.421670)"
18655,Umm as Samim 003,24117.0,Valid,h3.7,991.0,Found,1/1/2001,21.32,56.416669999999996,"(21.320000, 56.416670)"
18656,Verkhnyi Saltov,31352.0,Valid,"iron, iiiab",9530.0,Found,1/1/2001,50.11112,36.8001,"(50.111120, 36.800100)"
18657,Willcox Playa 002,24274.0,Valid,l6,12.0,Found,1/1/2001,32.181670000000004,-109.7895,"(32.181670, -109.789500)"
18659,Morávka,16742.0,Valid,h5,633.0,Fell,1/1/2000,49.6,18.53333,"(49.600000, 18.533330)"
18660,Tagish Lake,23782.0,Valid,c2-ung,10000.0,Fell,1/1/2000,59.704440000000005,-134.20139,"(59.704440, -134.201390)"
18661,Yafa,24351.0,Valid,h5,5700.0,Fell,1/1/2000,13.711110000000001,45.17,"(13.711110, 45.170000)"
18662,Agoudal,57354.0,Valid,"iron, iiab",100000.0,Found,1/1/2000,31.98457,-5.515280000000001,"(31.984570, -5.515280)"
18663,Agoult,395.0,Valid,eucrite,82.0,Found,1/1/2000,30.55,-4.9,"(30.550000, -4.900000)"
18664,Al Huqf 001,434.0,Valid,l4,41.5,Found,1/1/2000,19.42,57.18833000000001,"(19.420000, 57.188330)"
18665,Al Huqf 002,435.0,Valid,h5,81.4,Found,1/1/2000,19.27167,57.386669999999995,"(19.271670, 57.386670)"
